iter	Passed	Remaining
1660	67172	264120
1661	67202	264037
1662	67230	263947
1663	67258	263862
1664	67289	263783
1665	67322	263711
1666	67353	263638
1667	67382	263549
1668	67412	263468
1669	67448	263414
1670	67486	263363
1671	67521	263300
1672	67556	263239
1673	67593	263185
1674	67633	263144
1675	67671	263096
1676	67710	263048
1677	67746	262991
1678	67787	262954
1679	67825	262904
1680	67865	262863
1681	67904	262816
1682	67945	262779
1683	67985	262735
1684	68023	262689
1685	68063	262646
1686	68102	262600
1687	68142	262557
1688	68180	262508
1689	68217	262456
1690	68256	262410
1691	68294	262362
1692	68335	262322
1693	68375	262279
1694	68413	262229
1695	68450	262180
1696	68492	262144
1697	68531	262098
1698	68573	262063
1699	68613	262024
1700	68649	261967
1701	68691	261931
1702	68732	261892
1703	68777	261872
1704	68819	261836
1705	68857	261788
1706	68897	261744
1707	68937	261703
1708	68976	261658
1709	69016	261616
1710	69056	261576
1711	69097	261535
1712	69131	261474
1713	69165	261410
1714	69199	261345
1715	69234	261283
1716	69277	261254
1717	69323	261233
1718	69361	261184
1719	69399	261137
1720	69439	261094
1721	69479	261052
1722	69520	261015
1723	69563	260983
1724	69605	260950
1725	69648	260920
1726	69692	260892
1727	69735	260860
1728	69776	260825
1729	69818	260789
1730	69861	260761
1731	69903	260724
1732	69946	260696
1733	69984	260647
1734	70025	260607
1735	70065	260565
1736	70104	260519
1737	70143	260476
1738	70182	260429
1739	70222	260387
1740	70262	260346
1741	70304	260310
1742	70342	260263
1743	70381	260216
1744	70420	260173
1745	70460	260129
1746	70509	260121
1747	70550	260084
1748	70590	260043
1749	70629	259997
1750	70668	259951
1751	70709	259913
1752	70748	259870
1753	70788	259827
1754	70829	259788
1755	70869	259746
1756	70908	259701
1757	70947	259656
1758	70988	259618
1759	71023	259560
1760	71062	259512
1761	71101	259469
1762	71143	259433
1763	71183	259392
1764	71222	259346
1765	71278	259361
1766	71316	259315
1767	71356	259272
1768	71400	259245
1769	71439	259200
1770	71478	259156
1771	71520	259118
1772	71561	259081
1773	71602	259044
1774	71639	258992
1775	71680	258955
1776	71719	258908
1777	71758	258861
1778	71796	258814
1779	71836	258771
1780	71875	258728
1781	71913	258679
1782	71952	258634
1783	71991	258587
1784	72030	258542
1785	72065	258482
1786	72099	258421
1787	72135	258364
1788	72174	258319
1789	72213	258275
1790	72254	258236
1791	72296	258201
1792	72335	258156
1793	72373	258108
1794	72415	258072
1795	72455	258030
1796	72495	257991
1797	72536	257953
1798	72572	257897
1799	72607	257838
1800	72642	257778
1801	72673	257705
1802	72702	257625
1803	72734	257554
1804	72769	257495
1805	72804	257434
1806	72843	257389
1807	72881	257341
1808	72919	257294
1809	72978	257319
1810	73017	257276
1811	73059	257239
1812	73102	257210
1813	73143	257173
1814	73189	257149
1815	73233	257122
1816	73275	257090
1817	73318	257059
1818	73363	257032
1819	73402	256990
1820	73445	256960
1821	73485	256916
1822	73529	256888
1823	73571	256855
1824	73614	256824
1825	73660	256803
1826	73701	256765
1827	73746	256739
1828	73789	256710
1829	73834	256685
1830	73876	256651
1831	73921	256628
1832	73963	256592
1833	73997	256529
1834	74035	256481
1835	74073	256434
1836	74113	256391
1837	74152	256347
1838	74193	256308
1839	74233	256267
1840	74275	256230
1841	74317	256197
1842	74360	256164
1843	74399	256120
1844	74431	256051
1845	74461	255977
1846	74497	255922
1847	74533	255865
1848	74570	255814
1849	74611	255776
1850	74654	255746
1851	74693	255700
1852	74783	255830
1853	74828	255806
1854	74857	255726
1855	74885	255643
1856	74923	255596
1857	74963	255553
1858	75003	255513
1859	75041	255463
1860	75075	255400
1861	75117	255366
1862	75157	255326
1863	75197	255284
1864	75240	255251
1865	75281	255214
1866	75324	255182
1867	75366	255148
1868	75406	255108
1869	75448	255070
1870	75489	255035
1871	75532	255004
1872	75575	254970
1873	75615	254929
1874	75657	254894
1875	75698	254857
1876	75740	254821
1877	75782	254786
1878	75825	254755
1879	75867	254719
1880	75908	254684
1881	75952	254655
1882	75994	254619
1883	76034	254578
1884	76076	254541
1885	76118	254507
1886	76160	254472
1887	76199	254427
1888	76242	254397
1889	76282	254355
1890	76321	254310
1891	76363	254274
1892	76404	254237
1893	76445	254199
1894	76486	254162
1895	76529	254129
1896	76570	254092
1897	76612	254057
1898	76655	254023
1899	76696	253986
1900	76739	253954
1901	76784	253928
1902	76816	253860
1903	76856	253820
1904	76897	253782
1905	76943	253760
1906	76986	253726
1907	77026	253686
1908	77067	253648
1909	77109	253614
1910	77151	253579
1911	77194	253545
1912	77237	253514
1913	77281	253487
1914	77326	253461
1915	77372	253438
1916	77411	253392
1917	77456	253368
1918	77497	253329
1919	77540	253298
1920	77585	253272
1921	77626	253234
1922	77669	253202
1923	77705	253147
1924	77749	253120
1925	77793	253091
1926	77837	253063
1927	77880	253030
1928	77923	252999
1929	77967	252971
1930	78011	252942
1931	78058	252921
1932	78100	252888
1933	78136	252832
1934	78177	252793
1935	78218	252755
1936	78261	252723
1937	78304	252690
1938	78344	252650
1939	78388	252621
1940	78430	252585
1941	78471	252548
1942	78514	252516
1943	78559	252488
1944	78596	252439
1945	78637	252398
1946	78677	252358
1947	78716	252313
1948	78757	252275
1949	78800	252241
1950	78840	252200
1951	78881	252161
1952	78922	252124
1953	78964	252088
1954	79004	252045
1955	79044	252003
1956	79084	251964
1957	79126	251927
1958	79166	251887
1959	79206	251845
1960	79249	251810
1961	79290	251772
1962	79330	251731
1963	79373	251698
1964	79413	251657
1965	79454	251618
1966	79495	251580
1967	79538	251547
1968	79579	251510
1969	79630	251502
1970	79674	251475
1971	79716	251436
1972	79757	251401
1973	79801	251370
1974	79841	251330
1975	79883	251291
1976	79923	251251
1977	79964	251213
1978	80007	251179
1979	80048	251143
1980	80090	251105
1981	80132	251070
1982	80173	251031
1983	80212	250987
1984	80254	250950
1985	80295	250914
1986	80335	250871
1987	80377	250835
1988	80418	250795
1989	80458	250755
1990	80498	250712
1991	80540	250676
1992	80580	250635
1993	80620	250594
1994	80661	250557
1995	80702	250517
1996	80743	250479
1997	80784	250441
1998	80826	250403
1999	80866	250361
2000	80907	250325
2001	80950	250291
2002	80986	250237
2003	81022	250181
2004	81064	250148
2005	81107	250114
2006	81148	250077
2007	81190	250040
2008	81230	249998
2009	81272	249962
2010	81311	249918
2011	81351	249876
2012	81395	249847
2013	81438	249815
2014	81481	249781
2015	81526	249756
2016	81570	249726
2017	81612	249692
2018	81656	249662
2019	81700	249630
2020	81742	249597
2021	81785	249564
2022	81828	249530
2023	81871	249498
2024	81916	249472
2025	81961	249445
2026	82009	249427
2027	82053	249398
2028	82095	249362
2029	82138	249328
2030	82182	249298
2031	82227	249271
2032	82268	249233
2033	82308	249192
2034	82348	249149
2035	82389	249109
2036	82430	249071
2037	82471	249033
2038	82512	248993
2039	82553	248955
2040	82593	248914
2041	82634	248875
2042	82676	248838
2043	82718	248802
2044	82762	248772
2045	82803	248734
2046	82844	248696
2047	82887	248661
2048	82930	248630
2049	82971	248589
2050	83011	248547
2051	83051	248507
2052	83092	248466
2053	83134	248431
2054	83175	248393
2055	83216	248355
2056	83259	248322
2057	83300	248282
2058	83341	248242
2059	83383	248208
2060	83419	248154
2061	83461	248117
2062	83502	248078
2063	83543	248041
2064	83586	248007
2065	83628	247972
2066	83673	247943
2067	83714	247905
2068	83757	247871
2069	83799	247834
2070	83840	247798
2071	83882	247760
2072	83941	247775
2073	83981	247733
2074	84023	247696
2075	84063	247653
2076	84105	247620
2077	84146	247580
2078	84187	247540
2079	84228	247503
2080	84272	247470
2081	84314	247435
2082	84357	247403
2083	84399	247365
2084	84440	247327
2085	84481	247288
2086	84521	247246
2087	84563	247210
2088	84604	247170
2089	84644	247128
2090	84685	247089
2091	84727	247053
2092	84770	247020
2093	84812	246984
2094	84852	246942
2095	84893	246903
2096	84932	246859
2097	84973	246821
2098	85015	246785
2099	85055	246740
2100	85095	246700
2101	85141	246676
2102	85183	246637
2103	85226	246606
2104	85268	246571
2105	85308	246529
2106	85350	246490
2107	85392	246455
2108	85435	246420
2109	85474	246378
2110	85516	246341
2111	85559	246306
2112	85600	246267
2113	85645	246241
2114	85687	246205
2115	85731	246174
2116	85776	246145
2117	85818	246111
2118	85860	246074
2119	85901	246034
2120	85945	246004
2121	85990	245977
2122	86033	245941
2123	86077	245913
2124	86121	245881
2125	86161	245838
2126	86204	245807
2127	86248	245776
2128	86292	245744
2129	86333	245707
2130	86377	245674
2131	86420	245641
2132	86461	245601
2133	86502	245562
2134	86542	245522
2135	86583	245482
2136	86626	245448
2137	86674	245428
2138	86718	245397
2139	86760	245361
2140	86799	245318
2141	86841	245279
2142	86882	245239
2143	86922	245198
2144	86968	245174
2145	87011	245140
2146	87056	245111
2147	87099	245077
2148	87142	245044
2149	87184	245007
2150	87226	244972
2151	87266	244929
2152	87306	244888
2153	87347	244847
2154	87388	244810
2155	87430	244773
2156	87472	244737
2157	87513	244697
2158	87555	244659
2159	87594	244616
2160	87635	244576
2161	87687	244567
2162	87730	244533
2163	87772	244497
2164	87815	244464
2165	87857	244427
2166	87897	244386
2167	87939	244347
2168	87982	244314
2169	88022	244273
2170	88063	244232
2171	88103	244192
2172	88144	244151
2173	88184	244109
2174	88227	244076
2175	88270	244042
2176	88311	244003
2177	88351	243959
2178	88391	243919
2179	88432	243879
2180	88473	243839
2181	88513	243797
2182	88554	243758
2183	88595	243719
2184	88634	243673
2185	88673	243629
2186	88713	243588
2187	88754	243548
2188	88796	243512
2189	88838	243474
2190	88879	243434
2191	88919	243391
2192	88960	243353
2193	89001	243315
2194	89043	243276
2195	89086	243242
2196	89129	243208
2197	89170	243169
2198	89212	243132
2199	89255	243099
2200	89296	243060
2201	89340	243029
2202	89384	242997
2203	89428	242965
2204	89470	242929
2205	89512	242893
2206	89552	242851
2207	89593	242811
2208	89633	242769
2209	89675	242731
2210	89716	242693
2211	89757	242653
2212	89799	242616
2213	89843	242585
2214	89887	242554
2215	89930	242519
2216	89973	242485
2217	90015	242450
2218	90058	242415
2219	90101	242381
2220	90143	242344
2221	90184	242305
2222	90227	242270
2223	90269	242233
2224	90309	242192
2225	90348	242146
2226	90383	242092
2227	90414	242024
2228	90449	241969
2229	90483	241912
2230	90522	241867
2231	90565	241832
2232	90608	241797
2233	90671	241818
2234	90737	241845
2235	90765	241770
2236	90794	241698
2237	90832	241652
2238	90871	241605
2239	90907	241554
2240	90944	241502
2241	90975	241437
2242	91009	241380
2243	91046	241329
2244	91085	241284
2245	91124	241241
2246	91167	241205
2247	91206	241161
2248	91248	241124
2249	91287	241081
2250	91325	241032
2251	91364	240987
2252	91402	240941
2253	91441	240894
2254	91479	240848
2255	91520	240808
2256	91558	240762
2257	91598	240719
2258	91636	240672
2259	91676	240631
2260	91715	240586
2261	91749	240527
2262	91785	240474
2263	91823	240428
2264	91860	240379
2265	91898	240331
2266	91938	240289
2267	91978	240246
2268	92016	240200
2269	92055	240155
2270	92098	240121
2271	92136	240074
2272	92175	240030
2273	92213	239981
2274	92245	239920
2275	92283	239871
2276	92322	239828
2277	92363	239788
2278	92402	239744
2279	92441	239698
2280	92480	239655
2281	92523	239619
2282	92562	239575
2283	92602	239534
2284	92642	239492
2285	92681	239448
2286	92722	239408
2287	92761	239363
2288	92802	239323
2289	92841	239279
2290	92881	239236
2291	92921	239196
2292	92963	239158
2293	93002	239113
2294	93041	239068
2295	93081	239028
2296	93122	238988
2297	93163	238948
2298	93203	238906
2299	93244	238868
2300	93284	238824
2301	93331	238802
2302	93368	238751
2303	93411	238718
2304	93452	238678
2305	93492	238636
2306	93530	238589
2307	93569	238544
2308	93610	238505
2309	93652	238469
2310	93691	238424
2311	93730	238380
2312	93767	238331
2313	93812	238301
2314	93855	238266
2315	93898	238233
2316	93944	238205
2317	93986	238169
2318	94027	238130
2319	94072	238100
2320	94114	238063
2321	94157	238030
2322	94199	237992
2323	94242	237957
2324	94284	237920
2325	94324	237880
2326	94360	237827
2327	94394	237770
2328	94430	237718
2329	94471	237678
2330	94514	237644
2331	94554	237602
2332	94601	237577
2333	94645	237545
2334	94686	237506
2335	94726	237466
2336	94771	237436
2337	94813	237398
2338	94852	237355
2339	94892	237313
2340	94929	237261
2341	94970	237222
2342	95011	237184
2343	95052	237145
2344	95093	237104
2345	95133	237063
2346	95175	237027
2347	95215	236984
2348	95256	236944
2349	95297	236906
2350	95340	236871
2351	95382	236833
2352	95422	236793
2353	95465	236756
2354	95505	236715
2355	95546	236677
2356	95589	236641
2357	95632	236606
2358	95673	236568
2359	95714	236528
2360	95758	236497
2361	95801	236461
2362	95844	236427
2363	95887	236392
2364	95927	236350
2365	95968	236312
2366	96009	236272
2367	96052	236237
2368	96090	236191
2369	96132	236152
2370	96173	236113
2371	96214	236073
2372	96254	236033
2373	96298	235999
2374	96340	235963
2375	96381	235922
2376	96417	235871
2377	96455	235826
2378	96498	235790
2379	96539	235750
2380	96579	235708
2381	96619	235666
2382	96659	235625
2383	96700	235584
2384	96744	235553
2385	96787	235519
2386	96823	235468
2387	96863	235425
2388	96905	235388
2389	96945	235346
2390	96985	235303
2391	97026	235265
2392	97069	235229
2393	97109	235189
2394	97150	235148
2395	97193	235113
2396	97236	235078
2397	97278	235041
2398	97319	235003
2399	97361	234966
2400	97401	234924
2401	97446	234892
2402	97490	234860
2403	97532	234825
2404	97575	234789
2405	97616	234749
2406	97658	234713
2407	97700	234676
2408	97741	234636
2409	97787	234608
2410	97831	234575
2411	97872	234535
2412	97915	234502
2413	97959	234470
2414	98002	234434
2415	98045	234400
2416	98088	234366
2417	98132	234332
2418	98173	234293
2419	98215	234255
2420	98258	234220
2421	98300	234185
2422	98345	234153
2423	98391	234126
2424	98435	234093
2425	98480	234063
2426	98522	234026
2427	98566	233992
2428	98607	233954
2429	98649	233917
2430	98694	233887
2431	98734	233844
2432	98775	233805
2433	98817	233768
2434	98859	233731
2435	98902	233696
2436	98944	233659
2437	98984	233617
2438	99026	233578
2439	99067	233539
2440	99126	233541
2441	99168	233503
2442	99207	233460
2443	99247	233419
2444	99290	233383
2445	99333	233349
2446	99374	233309
2447	99413	233264
2448	99452	233219
2449	99494	233182
2450	99536	233146
2451	99577	233104
2452	99619	233068
2453	99661	233031
2454	99702	232990
2455	99744	232953
2456	99786	232916
2457	99828	232878
2458	99868	232837
2459	99912	232803
2460	99952	232763
2461	99994	232724
2462	100033	232681
2463	100075	232642
2464	100115	232600
2465	100155	232558
2466	100195	232517
2467	100235	232473
2468	100275	232432
2469	100312	232383
2470	100347	232330
2471	100389	232292
2472	100430	232253
2473	100470	232211
2474	100513	232175
2475	100555	232138
2476	100596	232098
2477	100637	232059
2478	100678	232019
2479	100720	231981
2480	100762	231944
2481	100804	231908
2482	100846	231869
2483	100885	231825
2484	100927	231787
2485	100967	231745
2486	101009	231708
2487	101049	231665
2488	101090	231626
2489	101128	231579
2490	101167	231536
2491	101208	231495
2492	101250	231458
2493	101291	231418
2494	101334	231383
2495	101377	231349
2496	101420	231312
2497	101478	231311
2498	101522	231279
2499	101563	231238
2500	101606	231203
2501	101657	231187
2502	101711	231177
2503	101760	231155
2504	101797	231107
2505	101840	231072
2506	101882	231033
2507	101922	230990
2508	101963	230952
2509	102002	230908
2510	102042	230866
2511	102081	230821
2512	102123	230784
2513	102172	230761
2514	102214	230724
2515	102259	230693
2516	102302	230657
2517	102346	230624
2518	102389	230589
2519	102431	230552
2520	102474	230516
2521	102517	230482
2522	102563	230452
2523	102607	230420
2524	102652	230388
2525	102697	230357
2526	102740	230321
2527	102782	230285
2528	102828	230256
2529	102868	230214
2530	102912	230180
2531	102956	230147
2532	102997	230108
2533	103038	230067
2534	103078	230026
2535	103119	229985
2536	103162	229949
2537	103199	229902
2538	103245	229872
2539	103297	229856
2540	103345	229833
2541	103385	229791
2542	103427	229753
2543	103468	229713
2544	103509	229673
2545	103550	229632
2546	103594	229599
2547	103637	229563
2548	103673	229512
2549	103714	229472
2550	103755	229432
2551	103796	229392
2552	103838	229356
2553	103880	229317
2554	103918	229271
2555	103958	229228
2556	103997	229185
2557	104039	229147
2558	104080	229107
2559	104118	229059
2560	104159	229019
2561	104200	228981
2562	104243	228944
2563	104274	228884
2564	104312	228837
2565	104355	228801
2566	104395	228759
2567	104430	228706
2568	104471	228666
2569	104513	228628
2570	104555	228591
2571	104597	228552
2572	104637	228511
2573	104677	228469
2574	104719	228431
2575	104761	228392
2576	104804	228356
2577	104844	228316
2578	104892	228289
2579	104951	228290
2580	104993	228252
2581	105024	228189
2582	105054	228127
2583	105082	228057
2584	105109	227988
2585	105145	227937
2586	105182	227887
2587	105222	227846
2588	105263	227806
2589	105304	227766
2590	105343	227722
2591	105383	227681
2592	105423	227639
2593	105466	227603
2594	105509	227566
2595	105551	227530
2596	105591	227487
2597	105634	227450
2598	105675	227411
2599	105716	227372
2600	105758	227334
2601	105805	227306
2602	105846	227266
2603	105889	227231
2604	105930	227190
2605	105972	227154
2606	106013	227114
2607	106056	227078
2608	106095	227034
2609	106134	226989
2610	106174	226947
2611	106216	226909
2612	106251	226857
2613	106294	226821
2614	106337	226785
2615	106381	226750
2616	106425	226717
2617	106469	226684
2618	106512	226649
2619	106554	226610
2620	106597	226576
2621	106672	226608
2622	106735	226614
2623	106766	226554
2624	106807	226514
2625	106842	226460
2626	106881	226416
2627	106924	226380
2628	106968	226347
2629	107011	226311
2630	107056	226280
2631	107099	226243
2632	107141	226206
2633	107183	226167
2634	107227	226133
2635	107268	226093
2636	107308	226052
2637	107349	226012
2638	107391	225973
2639	107434	225937
2640	107483	225915
2641	107529	225884
2642	107571	225846
2643	107616	225815
2644	107651	225761
2645	107681	225699
2646	107714	225642
2647	107755	225603
2648	107796	225562
2649	107836	225520
2650	107875	225476
2651	107917	225438
2652	107960	225402
2653	108000	225359
2654	108041	225321
2655	108083	225283
2656	108125	225244
2657	108172	225217
2658	108216	225183
2659	108256	225141
2660	108298	225103
2661	108340	225064
2662	108380	225023
2663	108422	224985
2664	108459	224935
2665	108502	224899
2666	108546	224866
2667	108587	224827
2668	108631	224793
2669	108671	224750
2670	108707	224700
2671	108744	224651
2672	108787	224615
2673	108828	224575
2674	108867	224532
2675	108909	224494
2676	108949	224450
2677	108987	224405
2678	109024	224357
2679	109066	224318
2680	109106	224276
2681	109147	224235
2682	109187	224195
2683	109229	224156
2684	109270	224115
2685	109312	224077
2686	109354	224039
2687	109394	223997
2688	109433	223953
2689	109474	223913
2690	109515	223872
2691	109554	223829
2692	109590	223778
2693	109629	223735
2694	109666	223686
2695	109703	223639
2696	109737	223584
2697	109777	223543
2698	109810	223486
2699	109847	223438
2700	109886	223394
2701	109935	223370
2702	109965	223307
2703	109999	223252
2704	110037	223207
2705	110074	223159
2706	110113	223114
2707	110151	223068
2708	110190	223024
2709	110226	222975
2710	110266	222931
2711	110305	222889
2712	110348	222853
2713	110387	222807
2714	110426	222763
2715	110477	222745
2716	110511	222690
2717	110543	222631
2718	110573	222570
2719	110609	222519
2720	110642	222465
2721	110674	222407
2722	110703	222342
2723	110737	222288
2724	110778	222248
2725	110816	222201
2726	110854	222155
2727	110894	222113
2728	110937	222078
2729	110980	222041
2730	111022	222004
2731	111065	221967
2732	111104	221925
2733	111146	221886
2734	111190	221852
2735	111235	221820
2736	111277	221781
2737	111317	221741
2738	111358	221700
2739	111399	221661
2740	111440	221620
2741	111480	221578
2742	111523	221543
2743	111565	221504
2744	111605	221463
2745	111648	221426
2746	111690	221389
2747	111730	221346
2748	111773	221310
2749	111816	221274
2750	111854	221228
2751	111890	221179
2752	111936	221149
2753	111978	221111
2754	112020	221072
2755	112062	221034
2756	112128	221043
2757	112171	221007
2758	112205	220954
2759	112237	220897
2760	112272	220844
2761	112308	220794
2762	112349	220754
2763	112392	220718
2764	112434	220679
2765	112474	220639
2766	112516	220600
2767	112556	220558
2768	112598	220520
2769	112638	220478
2770	112680	220441
2771	112721	220400
2772	112760	220357
2773	112804	220323
2774	112847	220286
2775	112888	220247
2776	112929	220206
2777	112970	220166
2778	113011	220126
2779	113051	220084
2780	113092	220045
2781	113133	220004
2782	113173	219961
2783	113214	219922
2784	113256	219884
2785	113297	219843
2786	113339	219805
2787	113380	219766
2788	113420	219724
2789	113462	219687
2790	113504	219648
2791	113545	219608
2792	113579	219555
2793	113610	219494
2794	113646	219445
2795	113688	219407
2796	113728	219365
2797	113769	219325
2798	113810	219285
2799	113849	219242
2800	113890	219201
2801	113939	219176
2802	113981	219139
2803	114022	219099
2804	114058	219049
2805	114098	219006
2806	114137	218962
2807	114175	218917
2808	114215	218876
2809	114257	218837
2810	114298	218797
2811	114338	218755
2812	114379	218715
2813	114421	218677
2814	114465	218643
2815	114507	218604
2816	114550	218569
2817	114592	218530
2818	114634	218493
2819	114676	218453
2820	114716	218413
2821	114752	218363
2822	114797	218330
2823	114843	218299
2824	114888	218267
2825	114933	218236
2826	114974	218196
2827	115017	218158
2828	115058	218119
2829	115101	218082
2830	115143	218045
2831	115185	218006
2832	115228	217969
2833	115270	217932
2834	115313	217896
2835	115346	217841
2836	115379	217784
2837	115410	217725
2838	115443	217671
2839	115477	217618
2840	115509	217560
2841	115540	217503
2842	115568	217438
2843	115601	217383
2844	115637	217333
2845	115672	217281
2846	115705	217228
2847	115740	217176
2848	115772	217120
2849	115806	217066
2850	115838	217009
2851	115867	216947
2852	115898	216888
2853	115927	216826
2854	115956	216763
2855	115985	216701
2856	116017	216643
2857	116049	216587
2858	116077	216524
2859	116110	216468
2860	116148	216423
2861	116189	216383
2862	116235	216352
2863	116281	216322
2864	116319	216277
2865	116352	216222
2866	116401	216197
2867	116449	216169
2868	116480	216112
2869	116517	216063
2870	116551	216012
2871	116583	215956
2872	116616	215901
2873	116658	215862
2874	116698	215820
2875	116739	215781
2876	116783	215746
2877	116825	215708
2878	116868	215672
2879	116911	215635
2880	116953	215599
2881	116994	215558
2882	117036	215520
2883	117082	215490
2884	117128	215459
2885	117175	215431
2886	117224	215405
2887	117265	215365
2888	117308	215328
2889	117350	215292
2890	117390	215250
2891	117431	215209
2892	117475	215175
2893	117520	215142
2894	117562	215104
2895	117605	215067
2896	117647	215031
2897	117689	214991
2898	117732	214955
2899	117780	214929
2900	117823	214892
2901	117873	214868
2902	117918	214837
2903	117963	214804
2904	118006	214768
2905	118048	214729
2906	118091	214693
2907	118132	214653
2908	118172	214610
2909	118214	214573
2910	118256	214534
2911	118298	214496
2912	118339	214457
2913	118386	214429
2914	118428	214389
2915	118470	214352
2916	118513	214315
2917	118557	214281
2918	118606	214254
2919	118647	214215
2920	118683	214167
2921	118728	214134
2922	118787	214126
2923	118823	214077
2924	118853	214017
2925	118881	213953
2926	118912	213896
2927	118946	213843
2928	118987	213804
2929	119030	213766
2930	119070	213726
2931	119110	213683
2932	119145	213633
2933	119184	213590
2934	119225	213549
2935	119267	213511
2936	119309	213473
2937	119352	213437
2938	119395	213399
2939	119435	213359
2940	119470	213309
2941	119502	213252
2942	119536	213199
2943	119574	213154
2944	119615	213115
2945	119654	213071
2946	119695	213030
2947	119737	212993
2948	119781	212957
2949	119821	212917
2950	119862	212876
2951	119904	212838
2952	119946	212801
2953	119987	212759
2954	120028	212721
2955	120072	212685
2956	120115	212649
2957	120155	212608
2958	120200	212574
2959	120243	212537
2960	120285	212500
2961	120329	212465
2962	120372	212428
2963	120414	212391
2964	120457	212354
2965	120501	212319
2966	120544	212284
2967	120587	212246
2968	120631	212211
2969	120674	212175
2970	120715	212136
2971	120759	212101
2972	120801	212063
2973	120844	212027
2974	120885	211986
2975	120928	211950
2976	120971	211912
2977	121030	211904
2978	121070	211862
2979	121102	211806
2980	121137	211757
2981	121164	211692
2982	121198	211640
2983	121228	211581
2984	121258	211522
2985	121292	211469
2986	121334	211431
2987	121369	211382
2988	121411	211342
2989	121452	211302
2990	121496	211267
2991	121538	211230
2992	121582	211194
2993	121624	211156
2994	121665	211117
2995	121706	211077
2996	121760	211058
2997	121809	211033
2998	121847	210988
2999	121879	210933
3000	121908	210872
3001	121937	210811
3002	121965	210749
3003	122006	210709
3004	122051	210675
3005	122090	210633
3006	122132	210594
3007	122173	210553
3008	122213	210513
3009	122254	210473
3010	122296	210433
3011	122338	210396
3012	122379	210355
3013	122422	210319
3014	122511	210361
3015	122544	210308
3016	122580	210260
3017	122621	210220
3018	122666	210186
3019	122703	210140
3020	122747	210105
3021	122790	210069
3022	122834	210032
3023	122878	209998
3024	122922	209964
3025	122966	209929
3026	123008	209891
3027	123053	209857
3028	123099	209826
3029	123148	209799
3030	123190	209761
3031	123235	209728
3032	123279	209692
3033	123322	209657
3034	123366	209621
3035	123411	209588
3036	123452	209548
3037	123500	209519
3038	123539	209476
3039	123580	209436
3040	123622	209398
3041	123666	209363
3042	123707	209322
3043	123749	209285
3044	123793	209249
3045	123835	209211
3046	123878	209174
3047	123921	209138
3048	123966	209104
3049	124008	209066
3050	124052	209030
3051	124095	208994
3052	124144	208968
3053	124185	208928
3054	124228	208890
3055	124267	208848
3056	124307	208805
3057	124348	208765
3058	124396	208737
3059	124440	208701
3060	124483	208664
3061	124523	208623
3062	124562	208580
3063	124603	208539
3064	124646	208502
3065	124685	208459
3066	124726	208419
3067	124772	208388
3068	124816	208353
3069	124861	208319
3070	124904	208282
3071	124947	208245
3072	124989	208208
3073	125030	208167
3074	125073	208129
3075	125112	208086
3076	125153	208046
3077	125192	208003
3078	125235	207966
3079	125272	207920
3080	125314	207880
3081	125357	207844
3082	125403	207812
3083	125445	207774
3084	125487	207735
3085	125532	207701
3086	125573	207662
3087	125618	207628
3088	125661	207592
3089	125704	207555
3090	125745	207515
3091	125790	207481
3092	125826	207432
3093	125867	207391
3094	125910	207355
3095	125950	207314
3096	125993	207276
3097	126034	207237
3098	126079	207202
3099	126122	207166
3100	126166	207131
3101	126214	207103
3102	126252	207057
3103	126295	207019
3104	126338	206983
3105	126379	206943
3106	126420	206903
3107	126460	206861
3108	126500	206819
3109	126541	206779
3110	126581	206737
3111	126622	206697
3112	126663	206657
3113	126708	206624
3114	126749	206583
3115	126789	206542
3116	126827	206496
3117	126865	206451
3118	126899	206400
3119	126941	206361
3120	126979	206315
3121	127016	206269
3122	127055	206226
3123	127099	206190
3124	127141	206152
3125	127181	206110
3126	127222	206071
3127	127264	206031
3128	127304	205990
3129	127346	205950
3130	127390	205915
3131	127433	205879
3132	127478	205845
3133	127523	205812
3134	127567	205776
3135	127613	205743
3136	127655	205705
3137	127697	205666
3138	127736	205624
3139	127775	205579
3140	127816	205540
3141	127858	205502
3142	127917	205490
3143	127962	205456
3144	128007	205422
3145	128049	205384
3146	128092	205346
3147	128136	205312
3148	128177	205271
3149	128220	205234
3150	128262	205196
3151	128304	205157
3152	128349	205123
3153	128391	205084
3154	128434	205047
3155	128477	205010
3156	128523	204977
3157	128560	204931
3158	128605	204897
3159	128649	204862
3160	128690	204822
3161	128733	204785
3162	128774	204744
3163	128815	204704
3164	128857	204665
3165	128896	204621
3166	128939	204585
3167	128981	204545
3168	129021	204505
3169	129063	204466
3170	129107	204429
3171	129155	204401
3172	129198	204364
3173	129237	204320
3174	129275	204275
3175	129317	204236
3176	129358	204196
3177	129398	204154
3178	129440	204115
3179	129475	204066
3180	129513	204021
3181	129557	203985
3182	129601	203949
3183	129647	203917
3184	129690	203881
3185	129731	203840
3186	129773	203801
3187	129813	203759
3188	129854	203719
3189	129896	203680
3190	129937	203641
3191	129978	203599
3192	130020	203561
3193	130063	203524
3194	130103	203483
3195	130138	203433
3196	130176	203387
3197	130217	203347
3198	130256	203304
3199	130297	203263
3200	130331	203212
3201	130363	203158
3202	130392	203099
3203	130424	203045
3204	130457	202992
3205	130489	202938
3206	130521	202884
3207	130559	202839
3208	130599	202797
3209	130640	202756
3210	130682	202718
3211	130722	202677
3212	130763	202636
3213	130803	202594
