iter	RMSE
196	24.96733644
197	24.9303396
198	24.92977623
199	24.90533756
200	24.90222783
201	24.89740898
202	24.8691042
203	24.86875313
204	24.84417907
205	24.8406128
206	24.8385509
207	24.81248429
208	24.80154283
209	24.78231608
210	24.77295459
211	24.76624371
212	24.76271901
213	24.72458008
214	24.69727389
215	24.68536147
216	24.64725487
217	24.62837217
218	24.6279047
219	24.62509496
220	24.62186435
221	24.61854045
222	24.61347189
223	24.60177724
224	24.60007732
225	24.5976789
226	24.5938119
227	24.58319276
228	24.58170895
229	24.57680985
230	24.56507762
231	24.56421997
232	24.54716397
233	24.54595321
234	24.544459
235	24.51780148
236	24.51749253
237	24.50696022
238	24.50262156
239	24.49709299
240	24.48120625
241	24.47084167
242	24.38306706
243	24.38094239
244	24.37974755
245	24.3772668
246	24.37593414
247	24.37380504
248	24.36364646
249	24.34967949
250	24.33843267
251	24.33257776
252	24.29997663
253	24.28921392
254	24.28882151
255	24.28770238
256	24.27780271
257	24.26747811
258	24.26137355
259	24.25294084
260	24.25112346
261	24.19753074
262	24.19294703
263	24.19282516
264	24.16391457
265	24.14612411
266	24.11053246
267	24.08992583
268	24.08957674
269	24.06773341
270	24.06145409
271	24.06114595
272	24.05002442
273	24.04175026
274	24.03869062
275	23.9855489
276	23.98454451
277	23.98310281
278	23.96423664
279	23.96104893
280	23.93437892
281	23.92967829
282	23.92877838
283	23.92329546
284	23.92022282
285	23.91139979
286	23.90544331
287	23.90404327
288	23.89682905
289	23.88880112
290	23.86497391
291	23.83128987
292	23.83053018
293	23.80955411
294	23.79530396
295	23.77416598
296	23.70449698
297	23.70426223
298	23.67949368
299	23.66878068
300	23.63771069
301	23.6268007
302	23.61167293
303	23.59374385
304	23.58463754
305	23.5648856
306	23.56083649
307	23.54828054
308	23.53432239
309	23.53301294
310	23.51902939
311	23.51081077
312	23.50013777
313	23.4990893
314	23.48433766
315	23.47955278
316	23.46733722
317	23.43087372
318	23.43027884
319	23.41874933
320	23.40742191
321	23.40689239
322	23.40402578
323	23.39704265
324	23.39405532
325	23.39212411
326	23.384375
327	23.37757867
328	23.37587902
329	23.37022383
330	23.36325855
331	23.35864787
332	23.33770876
333	23.33542284
334	23.33285926
335	23.29192733
336	23.23370827
337	23.23089384
338	23.20666448
339	23.20591941
340	23.19823843
341	23.17794187
342	23.17490321
343	23.15237979
344	23.1424838
345	23.13254831
346	23.13216986
347	23.13081464
348	23.12859195
349	23.12709859
350	23.11519469
351	23.111209
352	23.095614
353	23.06529618
354	23.04297368
355	23.03147524
356	23.02645779
357	22.98901522
358	22.98562652
359	22.97652853
360	22.97309206
361	22.96612135
362	22.95568882
363	22.95001856
364	22.901676
365	22.8963624
366	22.88884206
367	22.87067133
368	22.85149011
369	22.77442403
370	22.77411424
371	22.75261663
372	22.74268066
373	22.73954808
374	22.70603807
375	22.66672224
376	22.65617939
377	22.64076931
378	22.63420771
379	22.5416804
380	22.53927906
381	22.53627527
382	22.52954936
383	22.51816303
384	22.50803809
385	22.50639216
386	22.49697017
387	22.47729127
388	22.47513246
389	22.45115076
390	22.4226671
391	22.39818356
392	22.39278388
393	22.39269192
394	22.38284681
395	22.37391563
396	22.35878062
397	22.34180117
398	22.34010539
399	22.33409661
400	22.2992027
401	22.293088
402	22.28332378
403	22.25953152
404	22.25202625
405	22.25002278
406	22.24814599
407	22.23584342
408	22.23252218
409	22.23132829
410	22.22468488
411	22.21901894
412	22.21739767
413	22.20512675
414	22.20332855
415	22.20258378
416	22.19414371
417	22.1896762
418	22.16764994
419	22.15169205
420	22.14658453
421	22.14651772
422	22.12349858
423	22.11928503
424	22.11498793
425	22.09554636
426	22.09457018
427	22.06540738
428	22.00767957
429	21.99691071
430	21.99234446
431	21.92492842
432	21.92482823
433	21.91555265
434	21.91135734
435	21.88849912
436	21.87405485
437	21.8261082
438	21.77359938
439	21.72821291
440	21.72678246
441	21.71827637
442	21.66817718
443	21.66139197
444	21.64888107
445	21.63047975
446	21.60105739
447	21.58348007
448	21.5180619
449	21.51662487
450	21.49788594
451	21.49421335
452	21.4934955
453	21.48316928
454	21.4800128
455	21.43301153
456	21.42954737
457	21.40730369
458	21.40633509
459	21.39085223
460	21.37240093
461	21.36709598
462	21.36640909
463	21.34529699
464	21.32306461
465	21.29485832
466	21.28689124
467	21.2837511
468	21.25988603
469	21.25868101
470	21.25272386
471	21.23985293
472	21.22860664
473	21.22461033
474	21.22409371
475	21.21598619
476	21.19230402
477	21.18927259
478	21.17883714
479	21.17605648
480	21.15550012
481	21.14491341
482	21.14343875
483	21.13216216
484	21.12713358
485	21.12337119
486	21.12137644
487	21.1184141
488	21.10918257
489	21.09038175
490	21.08991912
491	21.06845366
492	21.05708095
493	21.0551763
494	21.05343773
495	21.049018
496	21.02599173
497	21.02250055
498	21.01306809
499	21.00961157
500	20.98547122
501	20.95307944
502	20.93628036
503	20.92293319
504	20.91853072
505	20.90815231
506	20.90314307
507	20.9007414
508	20.86893789
509	20.86701228
510	20.85269487
511	20.84822994
512	20.82976639
513	20.80138813
514	20.79632014
515	20.79215588
516	20.7721857
517	20.75250788
518	20.75095235
519	20.7481226
520	20.74128034
521	20.71698875
522	20.71352758
523	20.68850286
524	20.67315878
525	20.63370494
526	20.62131795
527	20.60857574
528	20.55936389
529	20.54095973
530	20.53215545
531	20.5113973
532	20.48683417
533	20.46610253
534	20.44272873
535	20.43977881
536	20.43417083
537	20.41481428
538	20.38855601
539	20.38551115
540	20.38155204
541	20.36978591
542	20.33419858
543	20.31361526
544	20.30900132
545	20.29731755
546	20.28548097
547	20.2812316
548	20.27545049
549	20.2519872
550	20.23247455
551	20.21893525
552	20.20285416
553	20.19921518
554	20.18684902
555	20.17729553
556	20.17010108
557	20.16678767
558	20.15116945
559	20.1459669
560	20.14261592
561	20.13510577
562	20.12954397
563	20.09438898
564	20.06752003
565	20.06439146
566	20.06011941
567	20.05160369
568	20.04282709
569	20.03984585
570	20.01008384
571	19.99166262
572	19.97920277
573	19.95892075
574	19.95760315
575	19.94842774
576	19.92680616
577	19.92637903
578	19.91506686
579	19.90271481
580	19.88721685
581	19.87633625
582	19.87564871
583	19.87281676
584	19.86385566
585	19.84615502
586	19.82900283
587	19.82447083
588	19.81624454
589	19.80036965
590	19.79248776
591	19.76416293
592	19.74834316
593	19.74127512
594	19.72823584
595	19.7237693
596	19.71557639
597	19.71147898
598	19.70533743
599	19.70460678
600	19.69298646
601	19.68104872
602	19.6751149
603	19.6561845
604	19.64383663
605	19.61630327
606	19.61356791
607	19.60841289
608	19.60006455
609	19.59184087
610	19.58756648
611	19.58571969
612	19.56730096
613	19.56612369
614	19.55502251
615	19.54502752
616	19.51655478
617	19.51106104
618	19.5003395
619	19.49783016
620	19.49536619
621	19.49345257
622	19.49106681
623	19.48050478
624	19.47695766
625	19.47042621
626	19.46535666
627	19.4484626
628	19.44329652
629	19.44022484
630	19.42466898
631	19.4158073
632	19.39855633
633	19.38109887
634	19.3543192
635	19.35263423
636	19.34771721
637	19.32880423
638	19.32071157
639	19.31894761
640	19.31557297
641	19.29890277
642	19.28805245
643	19.28254278
644	19.27987183
645	19.27488085
646	19.26238702
647	19.26075941
648	19.24702815
649	19.24344992
650	19.23449208
651	19.23364296
652	19.23334897
653	19.22930515
654	19.22230019
655	19.21546055
656	19.20691208
657	19.17850638
658	19.17284227
659	19.16652744
660	19.16270147
661	19.15983904
662	19.15782207
663	19.14902998
664	19.12947252
665	19.11729149
666	19.11415742
667	19.11093965
668	19.09508043
669	19.08613846
670	19.08120053
671	19.07640661
672	19.07229523
673	19.04933748
674	19.03008252
675	19.00770687
676	18.99405494
677	18.99104706
678	18.98979391
679	18.97273081
680	18.94737546
681	18.93613532
682	18.91799068
683	18.89873037
684	18.89226901
685	18.88598255
686	18.8808254
687	18.87805467
688	18.86602842
689	18.86191528
690	18.83735271
691	18.82966506
692	18.82361004
693	18.82290018
694	18.82034269
695	18.81115231
696	18.80993435
697	18.80400718
698	18.7853753
699	18.77090573
700	18.7507583
701	18.73822469
702	18.72077721
703	18.67382519
704	18.66493683
705	18.65185541
706	18.64687292
707	18.63705909
708	18.62605944
709	18.61984638
710	18.61615118
711	18.60658544
712	18.60590344
713	18.58126699
714	18.57375886
715	18.56282695
716	18.53310574
717	18.52806047
718	18.52711633
719	18.51675258
720	18.49441302
721	18.49186206
722	18.47955678
723	18.47382324
724	18.45720373
725	18.45560557
726	18.45181122
727	18.44093713
728	18.42612722
729	18.41520326
730	18.40511879
731	18.40319952
732	18.39390584
733	18.38773515
734	18.38321637
735	18.38147771
736	18.37757914
737	18.37536968
738	18.36757173
739	18.36277808
740	18.33774003
741	18.33511613
742	18.33108896
743	18.32872904
744	18.32176616
745	18.30747542
746	18.30509378
747	18.28245321
748	18.26711981
749	18.24505213
750	18.24361646
751	18.2373262
752	18.23283338
753	18.21925349
754	18.21325936
755	18.19278179
756	18.18898825
757	18.1829056
758	18.18016479
759	18.16914157
760	18.15623291
761	18.14361204
762	18.13573456
763	18.12348935
764	18.11487375
765	18.1137624
766	18.10216919
767	18.09014842
768	18.04997544
769	18.04819427
770	18.04587984
771	18.04024899
772	18.03510823
773	18.02405539
774	18.00981841
775	17.99703998
776	17.98279125
777	17.97249481
778	17.96168012
779	17.9561724
780	17.94330433
781	17.93405605
782	17.91577919
783	17.90882269
784	17.90498855
785	17.90337551
786	17.88400641
787	17.87064202
788	17.86907255
789	17.86785172
790	17.86093548
791	17.84798244
792	17.83817461
793	17.82595246
794	17.82400651
795	17.81664776
796	17.81480229
797	17.81321365
798	17.80969528
799	17.78731191
800	17.77752677
801	17.77654485
802	17.76503641
803	17.7641803
804	17.72425767
805	17.71328573
806	17.70884456
807	17.69916398
808	17.6990711
809	17.68880474
810	17.66502074
811	17.65286743
812	17.65201867
813	17.64211879
814	17.63741317
815	17.62183112
816	17.59721375
817	17.59393368
818	17.58853521
819	17.58555872
820	17.56687544
821	17.54964469
822	17.54861754
823	17.5473682
824	17.54283466
825	17.53480153
826	17.53208202
827	17.52156142
828	17.50945045
829	17.50270282
830	17.48512858
831	17.4790697
832	17.47879508
833	17.47253275
834	17.45972546
835	17.45435171
836	17.4419683
837	17.43343401
838	17.42975783
839	17.42437189
840	17.41880904
841	17.40867999
842	17.3729084
843	17.37109471
844	17.35312583
845	17.34192912
846	17.33015709
847	17.32807254
848	17.31042464
849	17.30785243
850	17.29391258
851	17.27262946
852	17.26861166
853	17.24868731
854	17.24050199
855	17.23580639
856	17.2261376
857	17.22243884
858	17.2045809
859	17.20248383
860	17.19185417
861	17.18359353
862	17.15761224
863	17.15481452
864	17.14572982
865	17.14493619
866	17.14372149
867	17.13438131
868	17.12907885
869	17.12363986
870	17.10981257
871	17.10532793
872	17.09973481
873	17.09923123
874	17.09508605
875	17.09109166
876	17.08109667
877	17.07987345
878	17.07391617
879	17.07277311
880	17.07165993
881	17.06182757
882	17.05625795
883	17.04483807
884	17.03588125
885	17.03145783
886	17.02645086
887	17.00182517
888	17.00086919
889	16.98714422
890	16.98359997
891	16.9798163
892	16.96986639
893	16.96104287
894	16.96004365
895	16.94733549
896	16.94633726
897	16.94450713
898	16.94163448
899	16.9273936
900	16.91618948
901	16.90427557
902	16.9034766
903	16.89960825
904	16.89101186
905	16.88996417
906	16.87812203
907	16.86664085
908	16.85953816
909	16.85647065
910	16.84329565
911	16.83971098
912	16.83261144
913	16.8257452
914	16.79600147
915	16.79458793
916	16.77641673
917	16.76750652
918	16.750131
919	16.74549929
920	16.74282647
921	16.71934522
922	16.71663946
923	16.69785462
924	16.6962556
925	16.69129756
926	16.6634221
927	16.65767166
928	16.64296943
929	16.64122125
930	16.62244639
931	16.60903513
932	16.6011953
933	16.59473384
934	16.59358362
935	16.58710569
936	16.57844764
937	16.57684547
938	16.57448186
939	16.55800832
940	16.55126398
941	16.54448318
942	16.54364768
943	16.53266759
944	16.52340844
945	16.52277362
946	16.49153071
947	16.48414764
948	16.47433497
949	16.46247453
950	16.44193473
951	16.41452467
952	16.39012207
953	16.37841688
954	16.36046315
955	16.34629833
956	16.33852296
957	16.33448813
958	16.31547462
959	16.31489402
960	16.2955979
961	16.28045656
962	16.27594205
963	16.27511992
964	16.26741781
965	16.24520678
966	16.22937406
967	16.22750165
968	16.22659592
969	16.21596972
970	16.21464311
971	16.21443893
972	16.21325973
973	16.20544525
974	16.202109
975	16.18853469
976	16.17729511
977	16.16834598
978	16.162339
979	16.13261712
980	16.12234228
981	16.11310338
982	16.09007406
983	16.08210645
984	16.07605777
985	16.0724692
986	16.07011536
987	16.06590268
988	16.06011666
989	16.05545012
990	16.04588344
991	16.04213503
992	16.03368001
993	16.03113836
994	16.02713446
995	16.00226362
996	15.99792644
997	15.99520837
998	15.99106704
999	15.97437371
1000	15.96940199
1001	15.96467302
1002	15.94537713
1003	15.94376073
1004	15.94217408
1005	15.93757242
1006	15.93549984
1007	15.93113315
1008	15.92391233
1009	15.92293346
1010	15.92220528
1011	15.91759701
1012	15.90990728
1013	15.90566532
1014	15.90219013
1015	15.90044138
1016	15.89637571
1017	15.89553072
1018	15.89006702
1019	15.88935705
1020	15.88084785
1021	15.87110432
1022	15.86252496
1023	15.84643959
1024	15.83847438
1025	15.83690116
1026	15.83197496
1027	15.83039651
1028	15.80840521
1029	15.80298763
1030	15.80165738
1031	15.79526767
1032	15.79471072
1033	15.79143792
1034	15.78415834
1035	15.78197882
1036	15.77965848
1037	15.77319874
1038	15.76968213
1039	15.76034275
1040	15.74438379
1041	15.73877249
1042	15.72205913
1043	15.70779009
1044	15.70316288
1045	15.69582057
1046	15.69332039
1047	15.68523871
1048	15.6804949
1049	15.67050931
1050	15.66839875
1051	15.6607866
1052	15.6574976
1053	15.65391405
1054	15.64672629
1055	15.63364496
1056	15.62807964
1057	15.61126442
1058	15.60004451
1059	15.59511579
1060	15.58783731
1061	15.57681678
1062	15.57163627
1063	15.57081746
1064	15.55946604
1065	15.55260109
1066	15.55208067
1067	15.54802076
1068	15.53826501
1069	15.53630778
1070	15.53260083
1071	15.52974683
1072	15.52897882
1073	15.52733549
1074	15.52102267
1075	15.51505924
1076	15.50272054
1077	15.49683583
1078	15.49562413
1079	15.49015032
1080	15.47526106
1081	15.46391421
1082	15.46090644
1083	15.44614723
1084	15.44548347
1085	15.44244487
1086	15.43552675
1087	15.43205778
1088	15.42978084
1089	15.42073225
1090	15.41439286
1091	15.41065414
1092	15.40899125
1093	15.40380762
1094	15.39815049
1095	15.39681946
1096	15.39032183
1097	15.38732064
1098	15.38538145
1099	15.38500944
1100	15.37939747
1101	15.37426994
1102	15.36686672
1103	15.35913354
1104	15.35881525
1105	15.35831235
1106	15.34835801
1107	15.34018517
1108	15.33807856
1109	15.31807566
1110	15.30108572
1111	15.2984104
1112	15.29527486
1113	15.2871269
1114	15.27953773
1115	15.26640248
1116	15.26014631
1117	15.2516537
1118	15.24061077
1119	15.22824405
1120	15.22546848
1121	15.22206631
1122	15.20122137
1123	15.20049389
1124	15.19414852
1125	15.19359145
1126	15.19305003
1127	15.19231701
1128	15.18781433
1129	15.18473995
1130	15.17259311
1131	15.17144333
1132	15.1577671
1133	15.1531695
1134	15.15075328
1135	15.13580563
1136	15.13407451
1137	15.12889107
1138	15.12847913
1139	15.12384805
1140	15.11754039
1141	15.1117371
1142	15.0983173
1143	15.09572882
1144	15.093741
1145	15.08686982
1146	15.07839304
1147	15.07427719
1148	15.06810826
1149	15.06240788
1150	15.03805298
1151	15.03429429
1152	15.02670506
1153	15.01803591
1154	15.01213492
1155	15.00463853
1156	14.99814439
1157	14.99359865
1158	14.99316217
1159	14.99166221
1160	14.98226987
1161	14.97654634
1162	14.96739755
1163	14.96407841
1164	14.95954291
1165	14.9538146
1166	14.9454593
1167	14.93672387
1168	14.93536704
1169	14.93241062
1170	14.9241402
1171	14.9201915
1172	14.91568373
1173	14.9018773
1174	14.89954184
1175	14.89810988
1176	14.89280088
1177	14.88618014
1178	14.86919358
1179	14.86451322
1180	14.84763741
1181	14.84403633
1182	14.84017543
1183	14.82665769
1184	14.81783342
1185	14.81537601
1186	14.79451488
1187	14.79056075
1188	14.77184422
1189	14.76964555
1190	14.76471682
1191	14.74608621
1192	14.74526916
1193	14.72911699
1194	14.72797765
1195	14.72692399
1196	14.72077661
1197	14.70521146
1198	14.70341215
1199	14.69973279
1200	14.69787677
1201	14.69665298
1202	14.68330162
1203	14.67387866
1204	14.6708911
1205	14.66029551
1206	14.65544038
1207	14.650472
1208	14.63853217
1209	14.62964795
1210	14.61710751
1211	14.61255136
1212	14.60417277
1213	14.60257461
1214	14.5888881
1215	14.58401504
1216	14.57821191
1217	14.57224431
1218	14.56830532
1219	14.5671681
1220	14.55669576
1221	14.55112225
1222	14.54301235
1223	14.53760542
1224	14.52817952
1225	14.52711758
1226	14.52622233
1227	14.51940621
1228	14.51499456
1229	14.50607638
1230	14.49161836
1231	14.48972222
1232	14.48720803
1233	14.48210305
1234	14.47532114
1235	14.47479688
1236	14.47144719
1237	14.45836455
1238	14.4476816
1239	14.44133198
1240	14.4354879
1241	14.43442665
1242	14.41602088
1243	14.41274323
1244	14.3951999
1245	14.38983853
1246	14.37986868
1247	14.37976523
1248	14.3759211
1249	14.37182757
1250	14.37115
1251	14.36645669
1252	14.36152628
1253	14.34894127
1254	14.34741471
1255	14.34010689
1256	14.3391239
1257	14.33680976
1258	14.33338878
1259	14.32582234
1260	14.31818022
1261	14.31611826
1262	14.31104947
1263	14.30748263
1264	14.30703952
1265	14.30515616
1266	14.30460438
1267	14.30197998
1268	14.29526388
1269	14.29407155
1270	14.28973892
1271	14.28814439
1272	14.28336777
1273	14.27055032
1274	14.2685072
1275	14.25038737
1276	14.24517329
1277	14.23748706
1278	14.23146791
1279	14.23008778
1280	14.22804309
1281	14.2243056
1282	14.21508176
1283	14.21385888
1284	14.21149106
1285	14.2037097
1286	14.19851686
1287	14.19682047
1288	14.19456005
1289	14.19031764
1290	14.18901264
1291	14.18152817
1292	14.17956578
1293	14.17112151
1294	14.1675534
1295	14.16102384
1296	14.15875387
1297	14.15496903
1298	14.15110542
1299	14.14013223
1300	14.13790213
1301	14.13111221
1302	14.12759079
1303	14.11518407
1304	14.11407031
1305	14.11273035
1306	14.1101796
1307	14.10423053
1308	14.09360557
1309	14.08945733
1310	14.0830788
1311	14.06118045
1312	14.05549086
1313	14.05184722
1314	14.05130044
1315	14.04081124
1316	14.03615778
1317	14.02588125
1318	14.01048127
1319	14.00998564
1320	14.00344095
1321	13.99423803
1322	13.99198929
1323	13.98993808
1324	13.98617836
1325	13.98270185
1326	13.97902433
1327	13.97540077
1328	13.97408253
1329	13.97222255
1330	13.96907503
1331	13.96495299
1332	13.96083191
1333	13.95233349
1334	13.93917729
1335	13.92791598
1336	13.91909617
1337	13.91712218
1338	13.91606817
1339	13.90625493
1340	13.90528419
1341	13.89972443
1342	13.89858559
1343	13.88321547
1344	13.86835294
1345	13.86615028
1346	13.86372338
1347	13.86286863
1348	13.85947879
1349	13.85556812
1350	13.85531823
1351	13.85087728
1352	13.83083254
1353	13.82846646
1354	13.82104348
1355	13.82101094
1356	13.80509238
1357	13.80484301
1358	13.80437296
1359	13.78931504
1360	13.78156781
1361	13.78062869
1362	13.76914225
1363	13.76377476
1364	13.76109814
1365	13.75226201
1366	13.74404048
1367	13.74072868
1368	13.73376006
1369	13.71598984
1370	13.71398297
1371	13.70919673
1372	13.70203758
1373	13.69566134
1374	13.68289004
1375	13.6788125
1376	13.67597095
1377	13.67563665
1378	13.66805321
1379	13.66156955
1380	13.66027284
1381	13.65863687
1382	13.6535419
1383	13.64206589
1384	13.63808811
1385	13.63420169
1386	13.63185277
1387	13.62096465
1388	13.61267828
1389	13.59677873
1390	13.59239011
1391	13.58517916
1392	13.58242611
1393	13.57570394
1394	13.56100802
1395	13.55386984
1396	13.55001761
1397	13.54419534
1398	13.5281865
1399	13.52730661
1400	13.52289714
1401	13.50951629
1402	13.50790661
1403	13.50568347
1404	13.49820326
1405	13.49238693
1406	13.48946252
1407	13.48686276
1408	13.47990756
1409	13.47496239
1410	13.47258712
1411	13.46894494
1412	13.46722403
1413	13.46265304
1414	13.45442309
1415	13.45397943
1416	13.44559771
1417	13.44208053
1418	13.44050938
1419	13.44009032
1420	13.43170417
1421	13.42996064
1422	13.42593861
1423	13.42281581
1424	13.42049019
1425	13.41391838
1426	13.41117329
1427	13.41081211
1428	13.40599626
1429	13.40256425
1430	13.40159859
1431	13.39701325
1432	13.39657789
1433	13.388607
1434	13.38748791
1435	13.3798386
1436	13.37722201
1437	13.36575013
1438	13.34854015
1439	13.34377912
1440	13.34306633
1441	13.33591804
1442	13.32555914
1443	13.3138679
1444	13.30550532
1445	13.30441487
1446	13.29499274
1447	13.28569922
1448	13.28486938
1449	13.27689817
1450	13.27525108
1451	13.27109005
1452	13.27028135
1453	13.26770638
1454	13.26650097
1455	13.26477527
1456	13.25975703
1457	13.24809091
1458	13.242664
1459	13.24051285
1460	13.23110234
1461	13.22504844
1462	13.22422524
1463	13.21919208
1464	13.21604737
1465	13.20955025
1466	13.2067294
1467	13.20370195
1468	13.20125569
1469	13.19242584
1470	13.18904351
1471	13.18044946
1472	13.17881321
1473	13.17525757
1474	13.1735655
1475	13.14727626
1476	13.14567857
1477	13.14201974
1478	13.13349519
1479	13.13188741
1480	13.12880861
1481	13.1284833
1482	13.1175736
1483	13.11340859
1484	13.11174195
1485	13.10906058
1486	13.10617336
1487	13.10586841
1488	13.10523116
1489	13.10013697
1490	13.09894853
1491	13.09243338
1492	13.09094246
1493	13.08477232
1494	13.07944239
1495	13.07480321
1496	13.07185035
1497	13.06843026
1498	13.06487531
1499	13.05916782
1500	13.0487865
1501	13.04807975
1502	13.047706
1503	13.04157135
1504	13.03610029
1505	13.02767459
1506	13.0206337
1507	13.01262361
1508	13.00582585
1509	13.00461792
1510	12.99858528
1511	12.99279214
1512	12.98714188
1513	12.98526416
1514	12.98231554
1515	12.98053734
1516	12.97479381
1517	12.9682226
1518	12.96544284
1519	12.95635187
1520	12.94944098
1521	12.9465918
1522	12.94546688
1523	12.93325391
1524	12.92632008
1525	12.91962395
1526	12.91563794
1527	12.91240247
1528	12.90652567
1529	12.90565682
1530	12.90316235
1531	12.89811084
1532	12.87991774
1533	12.86918834
1534	12.85858477
1535	12.85559848
1536	12.85343197
1537	12.84540009
1538	12.8385558
1539	12.82824001
1540	12.82672084
1541	12.81810545
1542	12.81527174
1543	12.81041817
1544	12.8070697
1545	12.80521438
1546	12.80161552
1547	12.79738002
1548	12.78246064
1549	12.77905357
1550	12.77100676
1551	12.76627495
1552	12.76534013
1553	12.76140219
1554	12.75929704
1555	12.7531822
1556	12.74994119
1557	12.74813893
1558	12.7451058
1559	12.73991122
1560	12.73562825
1561	12.73344671
1562	12.72283414
1563	12.72002228
1564	12.71927129
1565	12.71670563
1566	12.7154828
1567	12.71199674
1568	12.70931593
1569	12.70111414
1570	12.70043896
1571	12.69639437
1572	12.67631576
1573	12.66468126
1574	12.66288821
1575	12.65272321
1576	12.64531271
1577	12.64031795
1578	12.63353076
1579	12.63118618
1580	12.62988996
1581	12.62809881
1582	12.61997447
1583	12.61829196
1584	12.60634464
1585	12.59542904
1586	12.59190355
1587	12.58825163
1588	12.58308218
1589	12.5724322
1590	12.55854949
1591	12.55462335
1592	12.53098762
1593	12.52194889
1594	12.51931792
1595	12.51708466
1596	12.51448047
1597	12.50129089
1598	12.49667315
1599	12.49077411
1600	12.48793624
1601	12.47197391
1602	12.45925668
1603	12.4555671
1604	12.44926349
1605	12.44656203
1606	12.43790311
1607	12.42571586
1608	12.42276709
1609	12.41927306
1610	12.4183708
1611	12.41491168
1612	12.40601553
1613	12.40568134
1614	12.40370873
1615	12.40092846
1616	12.39960065
1617	12.39832763
1618	12.39698433
1619	12.38185317
1620	12.38053716
1621	12.36878611
1622	12.35937703
1623	12.3529917
1624	12.35130051
1625	12.3474589
1626	12.34118292
1627	12.33419881
1628	12.3151603
1629	12.31271023
1630	12.30716854
1631	12.30535322
1632	12.30266144
1633	12.29567976
1634	12.29073655
1635	12.28918246
1636	12.28466629
1637	12.27972651
1638	12.27216396
1639	12.27129357
1640	12.26735612
1641	12.24742397
1642	12.24654492
1643	12.24362668
1644	12.23965828
1645	12.23478309
1646	12.23215896
1647	12.22259436
1648	12.21947474
1649	12.20709963
1650	12.20306391
1651	12.20046466
1652	12.1950517
1653	12.19380649
1654	12.19046405
1655	12.18025473
1656	12.17890304
1657	12.17824087
1658	12.17632508
1659	12.17112842
1660	12.167585
1661	12.16561205
1662	12.16425121
1663	12.14163068
1664	12.13841318
1665	12.13545112
